year,date,hour,rain_1h,feels_like,clouds_all,Clear,Clouds,Fog,Rain
2025,2025-03-14,21,0.0,277.66,100,0,1,0,0
2025,2025-03-15,11,1.27,272.53,100,0,0,0,1
2025,2025-03-15,12,1.06,271.52,100,0,0,0,1
2025,2025-03-15,13,0.98,272.2,100,0,0,0,1
2025,2025-03-15,14,0.76,273.81,95,0,0,0,1
2025,2025-03-15,15,0.64,276.34,75,0,0,0,1
2025,2025-03-15,16,0.51,275.63,75,0,0,0,1
2025,2025-03-15,17,0.63,275.93,75,0,0,0,1
2025,2025-03-15,18,0.93,276.6,75,0,0,0,1
2025,2025-03-15,19,0.38,275.54,75,0,0,0,1
2025,2025-03-15,20,0.0,275.45,75,0,1,0,0
2025,2025-03-15,21,0.0,275.25,100,0,1,0,0
2025,2025-03-16,11,0.25,277.8,75,0,0,0,1
2025,2025-03-16,12,0.0,278.71,75,0,1,0,0
2025,2025-03-16,13,0.0,279.68,40,0,1,0,0
2025,2025-03-16,14,0.0,279.87,100,0,1,0,0
2025,2025-03-16,15,2.03,278.98,75,0,0,0,1
2025,2025-03-16,16,0.0,278.58,75,0,0,0,1
2025,2025-03-16,17,0.0,277.83,20,0,0,0,1
2025,2025-03-16,18,0.0,277.34,75,0,0,0,1
2025,2025-03-16,19,0.25,277.09,100,0,0,0,1
2025,2025-03-16,20,0.34,276.91,100,0,0,0,1
2025,2025-03-16,21,0.38,275.89,75,0,0,0,1
2025,2025-03-17,11,0.0,279.08,20,0,1,0,0
2025,2025-03-17,12,0.0,279.09,40,0,1,0,0
2025,2025-03-17,13,0.0,278.44,20,0,1,0,0
2025,2025-03-17,14,0.0,279.7,20,0,1,0,0
2025,2025-03-17,15,0.0,280.04,20,0,1,0,0
2025,2025-03-17,16,0.0,280.32,20,0,1,0,0
2025,2025-03-17,17,0.0,281.19,100,0,1,0,0
2025,2025-03-17,18,0.0,279.18,100,0,1,0,0
2025,2025-03-17,19,0.0,276.88,75,0,1,0,0
2025,2025-03-17,20,0.0,275.27,75,0,1,0,0
2025,2025-03-17,21,0.0,274.66,75,0,1,0,0
2025,2025-03-18,11,0.0,278.12,75,0,1,0,0
2025,2025-03-18,12,0.0,278.75,75,0,1,0,0
2025,2025-03-18,13,0.0,279.65,75,0,1,0,0
2025,2025-03-18,14,0.0,279.62,75,0,1,0,0
2025,2025-03-18,15,0.0,280.35,75,0,1,0,0
2025,2025-03-18,16,0.0,280.78,75,0,1,0,0
